word1	word2	POS	SimLex999	conc(w1)	conc(w2)	concQ	Assoc(USF)	SimAssoc333	SD(SimLex)	context1	context2
story	topic	N	5.0	3.3	2.59	2	0.47	1	1.7	The word 'story' is often used in phrases such as 'The story solution' or 'The story idea.'	The word 'topic' is often used in phrases such as 'The topic method' or 'The topic approach.'
game	fun	N	3.42	4.5	1.97	2	0.47	1	2.07	The word 'game' is often used in phrases such as 'The game solution' or 'The game idea.'	The word 'fun' is often used in phrases such as 'The fun method' or 'The fun approach.'
weekend	week	N	4.0	3.83	3.48	2	0.47	1	1.57	The word 'weekend' is often used in phrases such as 'The weekend solution' or 'The weekend idea.'	The word 'week' is often used in phrases such as 'The week method' or 'The week approach.'
couple	pair	N	8.33	3.93	3.88	3	0.47	1	1.5	The word 'couple' is often used in phrases such as 'The couple solution' or 'The couple idea.'	The word 'pair' is often used in phrases such as 'The pair method' or 'The pair approach.'
woman	wife	N	5.72	4.46	4.13	3	0.47	1	1.35	The word 'woman' is often used in phrases such as 'The woman solution' or 'The woman idea.'	The word 'wife' is often used in phrases such as 'The wife method' or 'The wife approach.'
sheep	cattle	N	4.77	4.9	4.64	4	0.47	1	0.47	The word 'sheep' is often used in phrases such as 'The sheep solution' or 'The sheep idea.'	The word 'cattle' is often used in phrases such as 'The cattle method' or 'The cattle approach.'
purse	bag	N	8.33	4.9	4.9	4	0.47	1	1.39	The word 'purse' is often used in phrases such as 'The purse solution' or 'The purse idea.'	The word 'bag' is often used in phrases such as 'The bag method' or 'The bag approach.'
ceiling	cathedral	N	2.42	4.85	4.86	4	0.46	1	1.57	The word 'ceiling' is often used in phrases such as 'The ceiling solution' or 'The ceiling idea.'	The word 'cathedral' is often used in phrases such as 'The cathedral method' or 'The cathedral approach.'
bean	coffee	N	5.15	5.0	4.81	4	0.46	1	1.52	The word 'bean' is often used in phrases such as 'The bean solution' or 'The bean idea.'	The word 'coffee' is often used in phrases such as 'The coffee method' or 'The coffee approach.'
wood	paper	N	2.88	4.85	4.93	4	0.44	0	1.55	The word 'wood' is often used in phrases such as 'The wood solution' or 'The wood idea.'	The word 'paper' is often used in phrases such as 'The paper method' or 'The paper approach.'
top	side	N	1.9	3.93	3.68	3	0.43	0	1.29	The word 'top' is often used in phrases such as 'The top solution' or 'The top idea.'	The word 'side' is often used in phrases such as 'The side method' or 'The side approach.'
crime	fraud	N	5.65	3.03	1.68	1	0.42	0	1.18	The word 'crime' is often used in phrases such as 'The crime solution' or 'The crime idea.'	The word 'fraud' is often used in phrases such as 'The fraud method' or 'The fraud approach.'
pain	harm	N	5.38	3.5	2.62	2	0.42	0	0.95	The word 'pain' is often used in phrases such as 'The pain solution' or 'The pain idea.'	The word 'harm' is often used in phrases such as 'The harm method' or 'The harm approach.'
lover	companion	N	5.97	3.68	3.75	3	0.42	0	0.8	The word 'lover' is often used in phrases such as 'The lover solution' or 'The lover idea.'	The word 'companion' is often used in phrases such as 'The companion method' or 'The companion approach.'
evening	dusk	N	7.78	3.26	4.24	3	0.42	0	1.32	The word 'evening' is often used in phrases such as 'The evening solution' or 'The evening idea.'	The word 'dusk' is often used in phrases such as 'The dusk method' or 'The dusk approach.'
father	daughter	N	2.62	4.52	4.79	3	0.42	0	1.69	The word 'father' is often used in phrases such as 'The father solution' or 'The father idea.'	The word 'daughter' is often used in phrases such as 'The daughter method' or 'The daughter approach.'
wine	liquor	N	7.85	4.79	4.73	4	0.42	0	0.78	The word 'wine' is often used in phrases such as 'The wine solution' or 'The wine idea.'	The word 'liquor' is often used in phrases such as 'The liquor method' or 'The liquor approach.'
cow	goat	N	2.93	4.96	5.0	4	0.42	0	0.59	The word 'cow' is often used in phrases such as 'The cow solution' or 'The cow idea.'	The word 'goat' is often used in phrases such as 'The goat method' or 'The goat approach.'
belief	opinion	N	7.7	1.19	1.93	1	0.41	0	1.24	The word 'belief' is often used in phrases such as 'The belief solution' or 'The belief idea.'	The word 'opinion' is often used in phrases such as 'The opinion method' or 'The opinion approach.'
reality	illusion	N	1.42	1.72	2.48	1	0.41	0	1.36	The word 'reality' is often used in phrases such as 'The reality solution' or 'The reality idea.'	The word 'illusion' is often used in phrases such as 'The illusion method' or 'The illusion approach.'
pact	agreement	N	9.02	2.52	2.22	1	0.41	0	1.2	The word 'pact' is often used in phrases such as 'The pact solution' or 'The pact idea.'	The word 'agreement' is often used in phrases such as 'The agreement method' or 'The agreement approach.'
wealth	poverty	N	1.27	2.63	2.54	1	0.41	0	1.47	The word 'wealth' is often used in phrases such as 'The wealth solution' or 'The wealth idea.'	The word 'poverty' is often used in phrases such as 'The poverty method' or 'The poverty approach.'
accident	emergency	N	4.93	3.26	2.41	2	0.41	0	0.49	The word 'accident' is often used in phrases such as 'The accident solution' or 'The accident idea.'	The word 'emergency' is often used in phrases such as 'The emergency method' or 'The emergency approach.'
battle	conquest	N	7.22	4.0	2.54	2	0.41	0	0.89	The word 'battle' is often used in phrases such as 'The battle solution' or 'The battle idea.'	The word 'conquest' is often used in phrases such as 'The conquest method' or 'The conquest approach.'
friend	teacher	N	2.62	3.07	4.52	3	0.41	0	1.29	The word 'friend' is often used in phrases such as 'The friend solution' or 'The friend idea.'	The word 'teacher' is often used in phrases such as 'The teacher method' or 'The teacher approach.'
illness	infection	N	6.9	3.54	4.1	3	0.41	0	1.28	The word 'illness' is often used in phrases such as 'The illness solution' or 'The illness idea.'	The word 'infection' is often used in phrases such as 'The infection method' or 'The infection approach.'
game	trick	N	2.32	4.5	3.36	3	0.41	0	1.02	The word 'game' is often used in phrases such as 'The game solution' or 'The game idea.'	The word 'trick' is often used in phrases such as 'The trick method' or 'The trick approach.'
brother	son	N	3.48	4.43	4.14	3	0.41	0	1.61	The word 'brother' is often used in phrases such as 'The brother solution' or 'The brother idea.'	The word 'son' is often used in phrases such as 'The son method' or 'The son approach.'
aunt	nephew	N	3.1	4.17	4.48	3	0.41	0	1.31	The word 'aunt' is often used in phrases such as 'The aunt solution' or 'The aunt idea.'	The word 'nephew' is often used in phrases such as 'The nephew method' or 'The nephew approach.'
worker	mechanic	N	4.92	4.59	4.38	3	0.41	0	1.2	The word 'worker' is often used in phrases such as 'The worker solution' or 'The worker idea.'	The word 'mechanic' is often used in phrases such as 'The mechanic method' or 'The mechanic approach.'
doctor	orthodontist	N	5.58	4.69	4.43	3	0.41	0	1.25	The word 'doctor' is often used in phrases such as 'The doctor solution' or 'The doctor idea.'	The word 'orthodontist' is often used in phrases such as 'The orthodontist method' or 'The orthodontist approach.'
oak	maple	N	6.03	4.82	4.46	3	0.41	0	0.39	The word 'oak' is often used in phrases such as 'The oak solution' or 'The oak idea.'	The word 'maple' is often used in phrases such as 'The maple method' or 'The maple approach.'
bee	queen	N	3.27	4.88	4.45	3	0.41	0	1.2	The word 'bee' is often used in phrases such as 'The bee solution' or 'The bee idea.'	The word 'queen' is often used in phrases such as 'The queen method' or 'The queen approach.'
car	bicycle	N	3.47	4.89	4.89	4	0.41	0	1.68	The word 'car' is often used in phrases such as 'The car solution' or 'The car idea.'	The word 'bicycle' is often used in phrases such as 'The bicycle method' or 'The bicycle approach.'
goal	quest	N	5.83	3.06	2.87	2	0.4	0	1.31	The word 'goal' is often used in phrases such as 'The goal solution' or 'The goal idea.'	The word 'quest' is often used in phrases such as 'The quest method' or 'The quest approach.'
august	month	N	5.53	3.04	4.2	2	0.4	0	1.54	The word 'august' is often used in phrases such as 'The august solution' or 'The august idea.'	The word 'month' is often used in phrases such as 'The month method' or 'The month approach.'
army	squad	N	5.08	4.7	3.65	3	0.4	0	1.61	The word 'army' is often used in phrases such as 'The army solution' or 'The army idea.'	The word 'squad' is often used in phrases such as 'The squad method' or 'The squad approach.'
cloud	weather	N	4.87	4.54	3.83	3	0.4	0	0.94	The word 'cloud' is often used in phrases such as 'The cloud solution' or 'The cloud idea.'	The word 'weather' is often used in phrases such as 'The weather method' or 'The weather approach.'
physician	doctor	N	8.88	4.65	4.69	3	0.4	0	1.5	The word 'physician' is often used in phrases such as 'The physician solution' or 'The physician idea.'	The word 'doctor' is often used in phrases such as 'The doctor method' or 'The doctor approach.'
canyon	valley	N	6.75	4.81	4.72	4	0.4	0	1.39	The word 'canyon' is often used in phrases such as 'The canyon solution' or 'The canyon idea.'	The word 'valley' is often used in phrases such as 'The valley method' or 'The valley approach.'
river	valley	N	1.67	4.89	4.72	4	0.4	0	1.23	The word 'river' is often used in phrases such as 'The river solution' or 'The river idea.'	The word 'valley' is often used in phrases such as 'The valley method' or 'The valley approach.'
sun	sky	N	2.27	4.83	4.45	3	0.39	0	1.67	The word 'sun' is often used in phrases such as 'The sun solution' or 'The sun idea.'	The word 'sky' is often used in phrases such as 'The sky method' or 'The sky approach.'
target	arrow	N	3.25	4.11	4.97	3	0.38	0	1.74	The word 'target' is often used in phrases such as 'The target solution' or 'The target idea.'	The word 'arrow' is often used in phrases such as 'The arrow method' or 'The arrow approach.'
chocolate	pie	N	2.27	4.72	4.92	4	0.38	0	1.79	The word 'chocolate' is often used in phrases such as 'The chocolate solution' or 'The chocolate idea.'	The word 'pie' is often used in phrases such as 'The pie method' or 'The pie approach.'
circumstance	situation	N	7.85	1.77	2.03	1	0.36	0	1.31	The word 'circumstance' is often used in phrases such as 'The circumstance solution' or 'The circumstance idea.'	The word 'situation' is often used in phrases such as 'The situation method' or 'The situation approach.'
opinion	choice	N	5.43	1.93	1.9	1	0.36	0	1.5	The word 'opinion' is often used in phrases such as 'The opinion solution' or 'The opinion idea.'	The word 'choice' is often used in phrases such as 'The choice method' or 'The choice approach.'
rhythm	melody	N	6.12	3.07	3.71	2	0.36	0	1.27	The word 'rhythm' is often used in phrases such as 'The rhythm solution' or 'The rhythm idea.'	The word 'melody' is often used in phrases such as 'The melody method' or 'The melody approach.'
gut	nerve	N	4.93	4.15	3.89	3	0.36	0	1.65	The word 'gut' is often used in phrases such as 'The gut solution' or 'The gut idea.'	The word 'nerve' is often used in phrases such as 'The nerve method' or 'The nerve approach.'
day	dawn	N	5.47	3.92	4.46	3	0.36	0	1.45	The word 'day' is often used in phrases such as 'The day solution' or 'The day idea.'	The word 'dawn' is often used in phrases such as 'The dawn method' or 'The dawn approach.'
cattle	beef	N	7.03	4.64	4.74	3	0.36	0	1.53	The word 'cattle' is often used in phrases such as 'The cattle solution' or 'The cattle idea.'	The word 'beef' is often used in phrases such as 'The beef method' or 'The beef approach.'
doctor	professor	N	4.65	4.69	4.86	4	0.36	0	1.19	The word 'doctor' is often used in phrases such as 'The doctor solution' or 'The doctor idea.'	The word 'professor' is often used in phrases such as 'The professor method' or 'The professor approach.'
arm	vein	N	3.65	4.96	4.63	4	0.36	0	1.62	The word 'arm' is often used in phrases such as 'The arm solution' or 'The arm idea.'	The word 'vein' is often used in phrases such as 'The vein method' or 'The vein approach.'
room	bath	N	3.33	4.79	4.85	4	0.36	0	0.49	The word 'room' is often used in phrases such as 'The room solution' or 'The room idea.'	The word 'bath' is often used in phrases such as 'The bath method' or 'The bath approach.'
corporation	business	N	9.02	2.79	3.28	2	0.35	0	1.44	The word 'corporation' is often used in phrases such as 'The corporation solution' or 'The corporation idea.'	The word 'business' is often used in phrases such as 'The business method' or 'The business approach.'
fun	football	N	1.97	1.97	4.73	2	0.35	0	1.43	The word 'fun' is often used in phrases such as 'The fun solution' or 'The fun idea.'	The word 'football' is often used in phrases such as 'The football method' or 'The football approach.'
hill	cliff	N	4.28	4.93	4.71	4	0.35	0	1.26	The word 'hill' is often used in phrases such as 'The hill solution' or 'The hill idea.'	The word 'cliff' is often used in phrases such as 'The cliff method' or 'The cliff approach.'
bone	ankle	N	3.82	4.9	4.81	4	0.35	0	0.69	The word 'bone' is often used in phrases such as 'The bone solution' or 'The bone idea.'	The word 'ankle' is often used in phrases such as 'The ankle method' or 'The ankle approach.'
apple	candy	N	2.08	5.0	4.83	4	0.35	0	0.75	The word 'apple' is often used in phrases such as 'The apple solution' or 'The apple idea.'	The word 'candy' is often used in phrases such as 'The candy method' or 'The candy approach.'
helper	maid	N	5.58	3.39	4.64	3	0.34	0	0.44	The word 'helper' is often used in phrases such as 'The helper solution' or 'The helper idea.'	The word 'maid' is often used in phrases such as 'The maid method' or 'The maid approach.'
leader	manager	N	7.27	3.89	4.14	3	0.34	0	1.43	The word 'leader' is often used in phrases such as 'The leader solution' or 'The leader idea.'	The word 'manager' is often used in phrases such as 'The manager method' or 'The manager approach.'
